Journal,Publications,Authors
19348584,322,21
19352514,45,6
19352875,182,6
1935861X,29,48
19365802,330,4
1937321X,273,30
19390637,409,11
19393792,151,30
19395078,469,31
19395949,380,24
1940087X,480,9
19433921,152,3
19438621,101,31
19552068,363,40
1970321X,331,37
19805764,297,36
19840659,224,24
19843054,456,31
20053711,351,6
2005940X,60,2
2008126X,162,20
20418000,195,28
20450907,72,11
20458118,199,4
2045824X,134,15
20499434,159,6
20542577,323,49
20563868,67,30
20813856,351,38
20900163,314,2
20901852,189,15
20903987,179,11
20905904,335,8
20908024,280,26
20933665,63,45
20934777,453,44
21016739,110,5
21158789,490,6
21507740,273,26
21553769,62,4
21580014,69,19
21623279,117,20
21641846,14,33
21650349,112,20
21678421,205,49
2190460X,271,12
21911231,374,47
2192001X,489,1
21938253,381,26
21957177,359,14
21984018,56,38
22102965,364,37
22105336,320,11
22110348,433,36
22119493,317,13
22121447,153,43
2212683X,278,3
22133232,379,33
22133852,133,6
2213445X,115,10
22134794,167,5
22143599,156,23
22150013,154,10
22150366,129,44
22228721,328,2
22285806,284,13
23253193,67,2
2326263X,448,20
23273798,355,1
2329423X,238,37
23327812,483,9
24518301,136,15
24519022,402,24
24519944,405,38
2467981X,138,35
25093290,67,30
25102788,131,31
2517729X,10,49
25739581,248,5
25903446,299,44
26331055,105,14
26587947,135,11
26622041,127,9
26672421,57,34
26895293,98,12
3341763,497,35
