Journal,Publications,Authors
1027202X,416,10
1034912X,240,37
10400435,246,9
10405488,152,24
10425055,180,35
10437347,38,49
10479651,45,35
10500545,22,48
1050642X,169,36
10520295,336,18
10522263,196,49
10530487,252,39
10538127,95,32
10538135,293,24
1056263X,75,23
10566716,179,32
10580360,54,37
10590889,71,12
1059910X,450,49
10623345,293,23
10626050,37,25
10628592,117,35
10638652,53,41
10648011,349,30
10651438,295,17
10657541,455,49
10659471,340,20
10669817,137,48
10787895,357,25
10788174,482,22
10792082,240,13
10814159,199,19
10820744,234,49
10833196,394,36
10834087,386,12
10859586,292,41
10871640,455,19
10871659,130,12
1091367X,125,9
10924388,470,7
1095158X,268,14
10976647,368,31
12059838,465,47
12112658,420,16
13032968,146,5
13241540,327,35
13311441,174,12
13528661,234,25
1356336X,316,21
1356689X,243,36
13573322,181,23
13582267,161,16
13608592,472,39
13618415,324,45
13670484,383,42
13682822,169,39
13697072,105,14
13781863,481,31
13869620,242,5
14015439,189,35
14133555,122,23
14137852,327,29
14203030,451,43
14220644,61,11
14396319,277,18
14402440,304,47
14417049,395,12
14439646,396,9
14456354,122,10
1445937X,110,44
14473828,122,17
14631741,449,38
14639238,90,7
14662108,196,46
1466853X,122,13
14670100,11,40
14711834,139,42
14722240,229,9
14729679,63,27
1475925X,352,2
14763141,494,5
14782189,233,29
14792354,234,37
1479649X,394,38
14815532,412,19
14992027,135,8
15017419,139,48
15178692,62,45
15209156,181,1
15241602,227,22
15305627,169,17
15321819,207,7
15355535,425,25
15412016,256,45
15433080,333,4
15438627,448,36
15443191,212,6
15508307,132,19
15517411,410,44
15525031,264,39
15550265,303,27
15563707,289,10
1556858X,334,26
15570576,381,19
15602214,107,39
1565012X,207,3
15770354,479,45
15791726,404,13
15923894,249,28
1608635X,153,20
16138171,106,28
16328345,210,8
16405544,133,41
16420136,196,39
1646107X,335,1
16501977,473,3
1651386X,358,13
16762444,268,28
16876415,261,25
16965043,452,33
17151635,429,38
1728869X,412,6
17323991,355,44
1735160X,460,45
17408989,157,45
17411645,361,47
1742271X,208,21
17422876,317,16
17445485,498,21
17446295,426,11
17449200,433,37
17453054,137,36
17460263,48,35
17461340,347,19
17461391,369,20
17469899,138,18
17483107,276,47
17511321,485,41
17538068,450,49
17538157,482,14
17549507,443,15
17549515,160,31
17555191,424,1
17576180,487,3
17585732,307,16
17598885,108,23
17667313,272,11
1773035X,261,12
17790123,153,10
18008755,355,32
1825859X,69,8
18333583,378,38
18366864,11,12
18369553,394,24
18403662,313,28
18416624,263,8
18444172,149,28
1868596X,462,36
18686346,46,26
18745393,169,8
18746659,18,28
1875399X,242,28
18762204,108,37
18853137,313,36
1885642X,217,27
18884296,140,17
1913200X,413,9
1916257X,161,33
19341482,129,13
19346182,170,28
19349297,417,48
19386400,125,29
19398654,84,13
19411243,122,46
19417381,465,35
19424280,429,6
19476035,431,18
19739087,113,5
20336403,263,25
20363176,236,2
20394330,121,10
2045709X,482,30
20474806,108,45
20479956,162,5
2050571X,358,33
20547668,411,1
20557647,393,18
20790015,375,32
20843763,347,47
20848404,203,49
20951779,319,11
20952546,172,21
20965451,217,26
20966709,454,25
21185735,178,22
21527857,493,27
21548331,170,49
21573905,77,13
21577277,298,33
2159676X,407,34
21630453,313,35
21679169,413,1
21682194,393,21
21695717,401,48
21911231,410,17
2194637X,137,5
21991170,42,31
22107703,185,5
22110682,469,38
22112669,452,3
22115684,479,37
22115706,384,37
22116923,31,10
2212764X,247,10
22200975,167,19
22252002,47,17
22337822,239,21
22478051,374,14
2288176X,60,9
22978712,447,46
22999590,273,1
23222220,36,13
23224436,235,4
23288604,295,49
2329423X,106,40
23318880,293,32
23321512,376,34
23455829,490,31
23641754,462,8
23652411,326,39
2366004X,313,26
23755776,156,34
23760540,13,3
23814381,44,12
23838337,201,1
23841621,58,44
2385409X,26,5
24688630,229,30
24726303,167,17
24733938,486,48
24764981,55,47
25000209,382,23
25093142,15,15
25202677,108,37
25290568,389,21
26316110,289,11
26336588,358,39
26624729,311,38
26662825,190,34
2667145X,104,38
26736640,108,34
26911957,197,18
27128490,490,30
87507315,200,27
