Journal,Publications,Authors
00288306,470,29
00291951,188,8
0029196X,72,1
00297704,361,3
00298131,240,24
00299138,250,23
00300608,61,8
00300632,105,47
00305693,397,37
00310182,494,33
00310220,416,28
00310239,240,47
00310301,246,8
00318663,152,34
0031868X,180,35
00319201,38,32
00320293,45,24
00320633,22,14
00320714,169,32
00322474,336,46
00322490,196,43
00323632,252,16
00323764,95,4
00330124,293,37
00332135,75,21
00332143,179,14
00332151,54,31
00334553,71,48
00335894,450,18
00338222,143,7
00344257,37,7
00346667,117,33
00350796,53,23
00351121,349,21
0035113X,295,19
00351598,455,48
00351822,340,19
00353221,137,36
00356697,357,29
00356883,482,18
00357448,240,2
00358711,199,1
00359009,234,47
0035919X,394,5
00359211,386,20
00367699,292,11
00369225,455,42
00369276,130,2
00370738,125,3
00370746,470,23
00371106,242,12
00372110,268,20
00378763,368,5
00379395,207,37
00379409,465,38
00380326,327,34
00380741,174,44
00380806,234,35
00380830,316,22
00380938,243,44
00380946,181,24
0038223X,161,17
00382353,472,10
00383678,324,30
00385859,383,46
00386308,169,23
00393169,105,32
00395471,481,17
00396265,242,17
00401951,189,14
00409960,122,9
00413763,327,40
00423211,451,2
00424730,61,45
00429767,277,25
00431338,304,39
00431656,395,9
00438243,396,22
00440604,122,43
00442259,110,46
00442798,449,26
00442836,90,29
00459453,196,45
00462497,122,34
00465763,11,23
00465828,139,37
00468983,229,11
00478164,63,6
00486604,494,21
00487163,233,42
0048749X,234,36
00651249,394,41
00664812,412,38
00666416,135,34
00666424,139,17
00670049,62,37
00671940,181,25
00673064,169,12
00679038,207,23
0067964X,425,42
0072100X,256,22
00721050,333,21
00740195,448,27
00741035,212,31
00741612,193,6
00746142,132,27
00750778,410,40
00772070,264,34
00775630,303,12
00777579,289,45
00777749,334,7
00777757,381,10
00780421,107,45
00781193,207,17
00783234,479,26
00788554,404,21
00789682,249,28
00790419,153,46
00791946,106,2
00792985,210,43
00796611,133,1
00798835,196,36
0080889X,335,26
00831093,473,29
00855235,358,21
00857289,268,11
0091181X,157,40
00916773,452,36
00917613,429,49
00948276,412,39
00948373,355,40
00961191,460,35
00963941,156,34
00968064,157,47
00974463,361,24
00983004,208,22
00988847,317,5
00990094,498,33
00991112,426,36
0100929X,433,47
01019082,137,20
01019759,48,19
0102261X,347,35
01027786,369,43
01029304,138,17
01100718,276,45
01200283,450,34
01202499,482,9
01203630,443,26
0121215X,160,2
01225383,487,9
01229761,307,40
01266187,108,17
01297619,261,25
0137477X,153,43
01376365,355,40
01379798,121,42
0138015X,69,25
01401963,378,39
0140427X,11,35
01411136,394,3
01416421,313,37
01431161,263,44
01431471,149,44
0143148X,462,30
0143148x,46,38
01436147,169,34
01444565,18,12
01447815,242,19
01462520,108,37
01466291,156,44
01466380,313,49
0146664X,217,17
01480227,140,10
01489062,161,47
01490397,63,12
01490419,129,16
01490451,170,24
01491423,417,19
01496115,125,8
01505505,84,31
01549014,122,21
01650009,465,17
01650807,429,23
0165232X,431,37
0165859X,113,16
01665162,349,6
01671731,263,8
01671987,236,25
01675826,121,18
01676695,482,25
01677764,108,12
01679031,162,15
01679295,358,26
01681923,411,41
01682563,393,45
01689622,375,26
01691317,347,47
01691368,203,32
01693298,319,10
01694839,172,16
0169555X,217,7
01696149,454,17
01698095,178,23
01726145,493,26
01729179,170,21
01743597,77,22
01743635,298,7
01746979,407,14
0176148X,286,15
01775146,313,7
01777971,413,9
0177798X,393,48
01810839,401,8
01811789,144,23
01811797,204,29
01820745,410,18
0182564X,137,31
01851101,42,30
01876236,469,35
01884611,452,18
01888897,380,42
01912607,479,39
0191538X,384,17
01916122,31,14
01918141,247,31
0191815X,167,24
01950738,47,35
01956671,239,44
01961748,374,45
01962892,60,34
01977385,447,3
01979337,273,37
01980149,292,43
0208189X,36,40
02084589,235,26
0208841X,286,23
02089068,295,44
02105462,106,39
02116820,293,15
02121565,376,49
02121573,457,4
0212260X,490,29
02125919,462,22
02129426,326,25
02134497,313,13
02134691,156,18
0213683X,13,33
02136937,44,16
02141744,201,45
02142708,58,42
02147831,26,44
02148358,181,2
02175460,229,35
02182718,167,42
02357208,486,34
02365278,382,13
02365758,15,13
02408783,108,18
02411407,389,32
02422794,242,32
0245484X,46,35
02460874,289,39
02461528,358,46
02461641,311,29
02501589,190,49
02502844,104,29
02506335,108,44
02506408,197,16
02506432,490,44
02517493,125,47
02529416,200,10
02529769,262,30
02533782,478,25
02534126,425,39
02534193,480,20
0253486X,170,5
02534967,265,1
0253505X,332,30
02536730,137,49
02539993,27,3
02544059,499,14
0255660X,232,30
02561492,63,4
02561530,67,18
0256596X,332,37
02570505,369,25
02587106,183,48
02588900,289,1
02603055,123,46
02609827,297,15
0262821X,440,9
02634546,351,15
02634929,160,49
02635046,136,4
02635933,164,12
02639513,499,37
02643707,395,37
02648172,282,6
02659646,113,39
02661144,426,46
02663503,402,24
0266352X,308,11
0266996X,255,13
02677261,185,34
02678179,48,25
02684535,486,7
02690136,179,4
02693798,256,8
02694042,35,20
02697270,364,29
02697483,315,45
02698579,418,46
02718529,417,10
02722011,22,43
02723646,325,34
02724634,400,26
02727714,322,41
02731177,45,49
02732238,182,3
02738457,29,6
02750279,330,5
02751062,273,5
02757540,409,47
02759128,151,23
02760460,469,49
02761157,380,9
02770180,480,35
02773791,152,20
02774488,101,49
02784343,363,42
02784513,331,35
02787407,297,18
02806495,224,17
02806509,456,24
02896001,351,3
02898063,60,32
02986663,162,35
03005143,195,38
03005402,72,13
03009483,199,47
03009491,134,25
03017516,159,9
03019268,323,4
03021688,67,14
03029263,351,37
03032434,314,34
03036936,189,11
03041131,179,41
03043746,335,3
03043908,280,28
03043924,63,29
03044203,453,9
0306400X,110,3
03066746,490,25
03075966,273,34
03085694,62,12
03089649,117,9
03091333,14,15
03091929,112,40
0309586X,205,25
03096882,271,5
03097846,374,11
03104303,489,34
03115518,381,24
03150941,359,15
03177173,56,38
03246329,364,8
03249670,320,5
03307247,433,48
03335275,317,26
03369994,153,18
03393267,278,6
03418162,379,37
03421791,133,48
03503593,115,13
03503658,167,28
03503895,156,5
03523659,328,40
03534529,284,45
03548724,101,32
03608867,67,29
03610128,448,3
03613658,355,40
03613666,238,34
03620565,483,40
03639061,126,27
03650359,327,13
0365110X,288,45
03652556,136,33
03657655,402,6
03660176,405,24
03661326,138,19
0366483X,67,16
0366483x,131,40
03670449,10,28
03674231,248,33
03675211,299,48
03678393,105,41
03698963,135,13
03703908,127,43
03704467,57,45
03711951,98,25
03717453,497,42
03719553,246,36
03721426,382,27
03728854,394,38
03732444,281,7
03732568,198,5
03733629,496,43
03734633,201,45
03735834,456,31
03736245,78,23
03746291,287,42
03755444,358,10
03756505,256,32
03756742,460,43
03757536,85,30
03757587,163,39
03757633,153,31
03764265,444,18
03767361,494,36
03770265,95,2
03770273,194,14
03774872,294,13
03778398,471,29
03783774,229,12
03784339,78,39
03791807,103,32
03792285,247,13
03795136,455,46
03796566,462,27
03798682,213,49
03860744,409,41
03891755,227,17
03912612,483,40
03919838,441,31
03923037,350,34
03926672,48,24
03931420,109,45
03945596,298,35
03962687,263,48
03969657,231,6
03972844,366,19
03991784,32,30
04121961,259,7
04229894,19,10
04247116,255,41
04305027,334,32
04353676,109,34
04353870,299,28
04353927,189,15
04354036,232,30
04490576,403,37
04574184,259,29
04749588,156,22
04999320,451,4
05031540,105,20
05148057,266,32
05240832,334,36
05401437,13,4
05493811,25,27
05536626,289,17
05566630,345,12
05567432,256,22
05571405,267,17
05635020,485,10
05677505,393,1
05677920,169,22
05836050,484,26
07038992,349,18
07053797,161,14
07055900,405,47
07057199,187,29
07160208,172,12
07161069,389,36
07168756,42,35
07173326,426,12
07187092,454,7
07232632,188,29
07313292,436,11
07315090,110,33
0733-9410,277,6
0734189X,332,47
07345615,74,15
0736623X,426,32
07381360,177,11
07390572,52,26
07420463,53,34
07439547,294,46
07479182,406,34
07484658,21,29
07490208,104,4
07507186,311,17
07517688,395,35
07533969,262,13
07556365,44,39
07557981,224,15
07643470,346,29
07665105,99,29
07707576,273,11
07901763,102,32
07984065,419,2
08000395,467,47
08108889,99,14
08109028,427,20
08120099,124,22
08123985,114,11
08189110,400,27
0823650X,323,17
08435561,84,28
08537291,422,29
08600953,385,21
08669465,429,47
08676046,226,16
08676143,286,37
08695911,258,20
08695938,173,6
0873948X,403,19
08740801,366,5
08827508,466,3
08828121,417,1
08828156,201,38
08831351,236,15
08832927,186,34
08836353,108,35
08838305,45,49
08845891,475,25
08845913,496,24
08858985,105,12
08859507,161,18
08866236,160,15
08867798,199,44
0887381X,233,16
08878722,46,27
08903069,277,8
08905487,378,46
08912556,192,25
08926875,22,17
08940525,288,29
08940630,226,8
08948755,364,15
08948763,370,27
08950695,295,46
08959811,282,7
08966664,378,3
08995362,71,29
08998418,93,44
09168370,377,24
09204105,226,3
0921030X,351,20
09212728,406,46
09218181,196,15
09226435,28,25
09231730,186,30
09232958,109,14
09242716,405,7
09247963,454,17
09254676,242,44
09269851,412,20
09273522,85,36
09285105,274,9
09300708,464,38
09307575,293,48
09351221,215,22
09354956,232,2
0936577X,393,24
09396314,61,8
09405429,348,11
09412948,376,13
09484280,153,17
09497714,382,8
0950091X,78,21
09518312,405,30
09524592,34,18
09531092,445,46
09541020,478,31
09544879,493,38
0956540X,62,32
0959230X,160,11
09596836,153,45
09603182,66,25
09611444,48,33
09630651,118,38
09641823,190,41
09645691,51,8
09655441,195,11
09670513,432,22
09670637,407,24
09670645,232,41
09679952,131,17
09691855,142,12
09696997,172,46
09698086,224,32
09718966,230,15
09719555,244,16
09720626,340,22
09738363,155,28
0974262X,248,20
09745904,85,33
09823816,18,10
09853111,83,40
09927689,451,32
10000240,410,33
10000550,262,2
10000569,239,33
10000976,16,33
10001328,183,41
10002383,150,13
10003274,177,30
10003657,179,33
10004548,402,13
10005870,443,26
10006788,292,22
10006893,131,39
10006915,203,2
10007598,14,38
10009116,38,39
10009426,174,26
10009515,431,46
10011552,348,15
10011595,145,34
10011749,374,42
10014810,330,44
10016279,351,49
1001652X,154,40
10016791,336,11
10020063,226,3
10020721,310,6
10035427,141,9
10036326,301,6
10049479,79,9
10051120,261,39
10052321,424,31
10059539,284,32
10063021,454,41
10069313,373,12
10069895,191,8
10072276,176,8
10072802,100,28
10074619,211,20
10076301,355,47
10095020,28,7
1009637X,48,11
10099271,135,20
10119779,460,16
10120750,182,4
10121617,150,6
10170839,251,22
10183337,229,26
10184325,135,3
10187057,67,41
10232796,485,14
10235809,465,11
10236244,326,18
10236732,392,12
10248560,370,23
10256059,432,12
10259112,10,13
10260862,396,25
10268774,470,45
10275606,357,19
10279636,199,46
1028334X,200,36
10286276,378,45
10287736,418,8
10384871,321,29
10406182,426,32
10420940,431,44
10428275,126,18
10449612,143,6
10456740,67,18
10473289,53,19
10489053,182,22
10499652,169,37
10499660,182,32
10509844,326,41
10525173,312,3
10533389,158,28
10543139,89,10
10546006,383,35
10572414,222,29
10627391,212,15
10630740,261,33
10637729,238,7
10637737,173,12
1064119X,236,49
10642293,156,30
10683739,29,21
10687971,450,31
10693513,411,24
1070485X,56,20
10709622,242,37
10726349,314,4
10757015,23,28
10759565,152,44
10787275,424,20
10805370,10,24
10824006,382,49
10825010,63,32
10831363,383,41
1086055X,268,36
10869379,480,36
10873562,450,2
1087688X,468,15
1088937X,21,34
10893032,339,36
10900241,233,6
10906924,281,39
10916466,465,42
1093474X,367,12
10946470,469,3
10948074,417,45
1095323X,165,18
10962247,382,40
11035897,17,21
1108393X,131,15
11100621,357,33
11109823,173,35
11146834,99,26
11162775,145,8
11206349,195,36
11219041,325,48
11228628,187,30
11330953,37,23
11422904,229,42
11749857,366,44
11951036,50,14
12102695,237,14
12103527,201,2
12108197,420,37
12119520,154,38
12120014,210,45
12141119,426,41
12149705,221,47
12178977,470,14
12193933,229,39
12205168,249,25
12246808,422,20
12254614,406,2
12264806,55,39
12396095,44,6
12401307,262,17
12665304,399,25
12809659,91,28
13000985,380,2
13012894,265,35
13032917,206,37
13091042,312,5
13132989,418,1
13231650,459,40
13233580,19,12
13300083,321,36
1330030X,295,45
13301144,251,23
13315854,260,47
13350552,374,31
13351788,14,11
13352806,128,10
13365274,298,3
13380044,383,14
13428144,74,16
1342937X,155,10
13430874,233,29
13438832,248,10
13441698,186,12
13446231,276,30
13453807,350,41
13456296,291,1
1346213X,72,5
13504827,351,8
13522310,324,43
13530194,292,12
13532618,186,1
13540793,470,20
13554565,426,28
1356191X,107,43
13575309,114,37
13598155,108,47
13611682,394,37
13615939,414,12
13632469,320,37
13646826,15,49
13651609,485,49
1365781X,474,44
13668781,206,28
13679120,360,47
13706071,367,6
13748505,268,44
13772368,446,20
13806165,32,14
13834649,494,2
13841076,62,9
13851101,174,37
1385514X,211,20
13875868,467,26
13876473,92,29
13903799,94,35
13920049,87,6
14000350,375,5
14041049,10,33
14053322,60,49
14134853,182,14
14200597,214,12
14268981,269,42
14312174,455,20
14328364,458,24
14355930,378,43
14359529,497,34
14362511,297,25
14373254,43,29
1438387X,357,39
14390108,104,31
14418126,81,47
14472546,163,23
14482517,259,44
14486083,171,38
14498596,447,20
1450216X,127,23
14505339,268,45
14608944,388,16
14613484,315,42
14614715,277,8
14635003,458,21
14641895,63,1
14641909,245,8
14641917,398,29
1464343X,487,32
14647141,231,38
14672960,260,5
14674866,322,47
14677873,410,22
14688115,121,47
14693062,264,34
14702541,312,1
14709236,416,26
14724677,216,43
14735504,238,10
14747065,350,30
14749009,407,18
14772019,75,17
14806800,84,26
1505232X,444,8
15079791,112,47
15139700,431,40
15182398,201,49
15191540,261,12
15197530,235,27
1519874X,303,8
15228789,315,25
15230430,107,46
15252027,347,4
1525755X,295,33
15271404,344,1
15280470,356,19
15299074,444,31
1530261X,456,16
15311074,491,14
15323641,317,48
15361098,258,5
1539607X,175,41
15427390,490,26
15452476,481,28
1545598X,344,2
1547139X,39,6
15481603,256,9
1553-040,115,33
15564894,60,41
15588424,90,25
15607496,142,48
15618633,294,13
15629449,397,9
15677230,147,13
15694445,193,31
15698432,410,41
1570761X,339,11
15732479,282,4
15816613,349,34
15935213,481,38
15984850,78,46
16085043,43,4
16102924,271,38
1612412X,62,19
16124138,459,6
1612510X,214,34
16132394,135,18
16144961,52,41
16167341,249,23
16188950,468,19
16207742,380,45
16274911,120,11
16310683,258,1
16310713,160,24
16340744,192,7
16394488,345,25
16415558,468,15
16417291,383,1
16431049,409,12
16618726,17,7
16642376,369,21
16697316,397,19
16712552,193,29
16713664,290,25
16715888,204,33
16725107,361,49
16725182,204,32
16726316,164,49
16726561,102,35
16727207,169,44
16727975,443,38
16735005,70,26
16742834,131,11
16744519,60,35
16744527,412,8
16744799,286,46
1674487X,14,14
16746767,475,10
16747313,101,2
16747755,179,46
16749278,326,9
16749847,31,3
16749871,414,21
16749928,335,26
16798759,10,8
16807316,142,48
16807340,242,2
16807367,21,6
16811178,355,28
16815556,55,29
16866576,43,26
16874285,442,25
16875990,87,12
16877667,227,5
16877969,310,34
1687885X,420,48
16879309,82,37
16956133,291,15
16961897,258,44
16971523,56,36
16986180,130,15
17085284,223,43
17218039,248,48
17222818,65,23
1724904X,359,6
17264170,116,46
1730413X,328,44
1730802X,57,43
17338387,70,45
17350522,346,21
17364728,35,23
17385261,301,43
17421772,266,16
17422132,17,47
17451000,122,15
17453925,364,25
17453933,262,36
17455863,189,11
1747423X,216,15
17480930,312,4
17482992,136,21
17486025,65,13
17499518,223,22
17520894,23,19
17529298,483,34
17538947,37,14
1754890X,480,4
17550750,87,48
17556910,225,46
1755876X,395,27
17577780,374,29
17582083,163,47
17652553,23,28
17683572,196,35
17697298,321,8
17711150,380,16
17882281,16,42
17934311,12,36
17946190,120,30
18026222,416,18
18050689,247,2
18106277,372,49
18115209,248,13
18120784,283,4
18122108,303,26
18149324,236,25
18149340,380,30
1815381X,24,11
18191886,482,31
18256635,128,44
1828454X,494,10
1836716X,37,39
1838675X,211,13
1842371X,450,7
18424090,282,49
18425135,240,42
18540171,95,42
18601804,483,36
18611125,135,20
18629016,309,4
18647782,34,7
18650473,154,1
18657362,22,44
18663508,34,42
18666280,77,47
18667511,403,13
18669298,76,22
18671381,242,21
18671594,118,22
18671616,155,28
18672477,120,9
18682502,237,26
18692672,120,9
18699286,479,15
18699510,43,10
18711014,120,24
1871174X,273,42
18739318,433,8
18739652,378,24
18748961,245,16
18753728,92,49
18755100,51,26
18759637,434,27
18805981,110,37
18808247,15,4
18830870,189,24
18956572,291,19
18961517,329,36
18967876,235,39
18998291,452,10
19329423,449,25
19360584,324,18
19375247,374,19
19376812,463,36
19386362,238,10
19391404,386,33
19411405,298,5
19417020,446,47
19418264,159,49
1943345X,286,35
19475683,207,44
19475705,79,34
19475721,121,33
19479832,13,21
19488327,359,17
19648995,340,22
19767633,455,48
19809743,327,37
19907710,359,15
19908326,104,35
1991959X,161,28
19920628,320,7
19940416,146,32
19940432,256,11
19943237,396,10
19956681,252,9
19984502,40,14
2005307X,49,13
20080336,238,25
20087888,45,2
20358008,417,35
20372272,232,7
20374631,15,21
20381719,331,18
20385625,477,3
20402244,229,42
2041-820,84,39
20418205,13,41
20427808,344,49
20530196,143,11
2055348X,127,39
20555563,378,24
20645031,103,46
20707401,444,4
20712227,71,26
20766734,203,42
20819900,344,32
20836473,212,39
20935587,35,46
20950195,444,36
20952686,182,40
20953836,309,37
20956037,142,33
20958293,335,36
20960956,419,3
20962495,127,9
20962754,333,8
20963955,284,33
20964471,221,6
20965508,234,41
20966490,29,39
20967438,122,4
20969120,149,13
20970064,56,49
20971583,10,2
2150704X,99,5
21535493,151,44
21698953,329,27
2169897X,47,32
21699003,302,21
21699097,391,8
21699275,148,38
21699313,365,8
21699380,342,3
21862982,268,44
21900558,170,3
21904979,399,22
21905010,187,6
21912203,19,2
21930066,270,23
21930856,416,44
21954771,147,2
21966311,181,38
21967202,395,17
22065865,22,35
22079963,177,34
22111220,139,23
2211419X,93,30
22116753,330,8
22120947,328,22
22120955,110,44
22124209,338,36
22126864,282,5
22131337,274,13
22133054,468,29
22135812,408,31
22142428,417,47
22144048,47,16
2214790X,428,42
22186867,103,30
22188754,104,16
22200622,314,12
22237755,78,17
22245278,327,16
22256032,453,12
22256253,245,8
22285210,443,20
22286160,343,3
22287817,382,16
22341749,385,30
22518592,468,45
22550550,146,23
22797327,427,28
22814310,85,40
23009586,492,5
23174889,10,40
23248858,305,44
23294124,329,1
23375779,69,21
23456930,329,20
23474327,358,6
23559314,337,22
23636203,276,18
23638419,370,8
23643579,238,39
23644176,279,32
23663286,325,33
23673648,295,16
23830956,300,12
23850442,222,38
24056561,174,34
24056758,14,14
2410339X,348,36
24104418,388,33
24113336,87,23
24146064,419,45
2448167X,71,2
24694452,141,41
24732397,98,21
2500008X,246,2
25001019,51,27
25098810,98,9
25099426,411,1
25122789,305,11
25208195,337,3
25243462,304,23
25244957,113,26
25245252,23,4
25334050,188,6
25381318,134,35
2538371X,431,22
25419668,362,43
2542064X,32,15
25434950,72,22
25697102,152,37
25707337,490,42
25724517,162,12
25726838,154,47
25774441,234,49
25826506,459,42
25875566,471,38
25893025,318,18
25903330,113,45
26159783,113,35
26283697,444,30
26334666,48,24
26454661,444,42
2661863X,207,30
26621495,143,14
26766957,76,6
2785339X,188,16
29499097,465,7
7653697,51,14
87551209,457,9
87552930,24,15
87556839,120,21
8755724X,166,35
