Journal,Publications,Authors
00917648,240,21
00927158,199,17
00928240,234,23
00929867,394,37
00936855,386,16
00948373,455,8
00950696,130,25
00953628,125,18
00958964,470,25
00963925,242,12
00973157,268,15
00978078,368,26
00984108,207,41
00990094,465,45
00992240,420,26
01019759,146,47
01026712,327,32
01106465,174,10
01128116,316,7
01202499,181,23
0121215X,161,26
01229761,472,21
01287680,324,22
0138015X,383,7
01380338,169,14
01401963,105,15
0140427X,481,7
01411136,242,9
01425242,189,48
01425919,122,8
01426397,327,23
01427873,451,29
01431471,61,18
0143148X,277,31
0143148x,304,30
01432060,395,39
01433768,396,35
01436147,122,18
01436228,110,42
01437127,122,39
0143814X,449,17
01442449,90,14
01444565,196,31
01445170,122,24
01445952,11,35
01447815,139,44
01456296,63,34
01464760,352,3
01466291,494,37
0146664X,234,40
01471724,394,26
01476513,412,23
01480227,135,44
01480545,139,39
01487191,62,15
01490397,181,49
01490451,227,4
01491970,169,29
01492195,207,22
01538756,425,25
01549014,256,13
01584197,333,18
01600176,448,33
01604120,212,16
01608347,193,45
01634275,132,42
01650009,410,44
01650203,264,2
0165859X,303,35
01660810,289,42
01661116,334,34
01663097,381,30
0166445X,107,13
01665294,207,13
01671731,479,18
01675427,404,32
01675826,249,32
01675923,153,35
01676245,106,39
01676369,210,46
01676695,133,29
01677764,196,49
01678809,335,29
01681923,358,16
01682563,268,44
01686291,157,47
01686496,261,10
01688162,452,30
01689622,429,25
01691317,412,39
01692046,355,20
01697722,156,1
01711113,157,30
01718630,361,49
01739565,208,3
01743597,317,45
01743635,498,14
01746979,426,30
01775146,433,4
01795953,137,18
01810839,48,37
01811789,347,25
01811797,369,48
01864076,276,46
01875779,485,15
01878336,450,9
01884999,482,15
01888897,443,49
0190292X,160,24
01912607,424,4
0191538X,487,12
0191815X,307,37
01919512,108,37
01922521,272,43
01959255,261,6
01961748,153,39
01980149,355,46
01989715,121,24
01990039,69,11
02108984,378,13
02116820,11,34
02118173,394,25
0212260X,313,7
02129426,263,4
02138409,149,8
02150883,462,20
02175460,46,29
02183390,169,45
02357224,18,46
02365383,108,43
02365731,156,34
02365758,313,26
02368722,217,41
02408759,140,49
02408783,413,3
02411407,161,6
02422794,63,5
0245484X,129,5
02461528,170,47
02461641,417,23
02496313,125,49
02502844,84,9
02503301,122,35
02504162,465,20
02506408,429,49
02506432,431,42
02508060,113,35
02508281,349,18
02511088,263,17
02532468,236,24
02535696,121,3
02537141,482,32
02544059,162,38
02548704,358,13
0255982X,411,47
02571862,393,25
02578050,375,9
02588900,347,4
0260647X,203,14
02609827,319,37
02613131,172,34
02626667,217,11
02628104,454,41
0263774X,178,3
02637758,493,28
02645491,170,29
02648377,77,9
0265203X,298,3
02655640,407,25
02658135,286,34
0265931X,313,12
02660032,413,42
02663503,393,9
02664658,401,15
0266903X,144,40
02669838,204,25
0266996X,410,5
02673037,137,11
02678357,42,34
02680130,185,24
02682575,469,15
02684535,452,38
02694042,380,8
02697270,479,5
02697483,384,48
02697491,31,26
02698579,247,18
02703211,167,6
02723646,47,37
02731223,239,48
02738457,374,13
02755947,60,28
02757540,447,5
02760460,273,13
02761157,292,17
02764741,36,40
02770180,235,45
02772248,286,32
02773791,295,29
02774488,106,3
02775212,293,40
02775786,376,34
02784416,457,40
02784491,490,27
02785226,326,45
02786826,313,33
02890011,156,6
02986663,13,24
02997258,44,19
03007839,201,16
03014207,58,40
03014215,26,28
03014797,181,33
0301634X,229,48
03021688,167,41
03023427,486,13
03029263,55,43
03032434,382,45
03036936,15,25
03041131,108,42
03043746,389,36
03043800,242,27
03043894,46,38
03043908,289,7
03043924,358,5
03044203,311,43
03045250,190,45
03050270,104,31
03055736,108,23
03062619,197,42
0306400X,490,10
03066746,125,32
03067319,200,43
03069192,262,30
03076946,425,31
0308518X,480,18
03085694,170,36
03085961,265,2
0308597X,332,14
03088839,137,13
03091708,290,12
0309586X,499,39
03096882,232,2
03100367,63,32
03151468,67,13
03214095,332,46
03234320,369,27
03248461,183,49
03248828,289,41
03275477,123,17
03307247,297,40
03359581,440,31
03393267,351,34
03400131,160,24
03404560,459,45
03405761,136,35
03407330,164,48
03407594,499,6
03427188,395,19
03503593,483,30
03534529,113,10
03566528,426,41
03601226,402,32
03601234,308,34
03601323,255,28
03605442,185,15
03608867,48,30
03613658,486,37
03620565,179,29
03632415,256,22
0364152X,35,4
0365110X,364,20
0366483X,315,32
03670244,418,36
03672530,417,4
03676110,22,27
03698211,325,17
03704467,400,12
03711951,322,22
03721426,45,17
0372333X,182,10
03724123,29,1
03732444,330,22
03732568,273,26
03735680,409,18
03735834,151,14
03740056,469,47
03746291,380,29
03768929,152,36
03774872,101,35
03781127,363,12
03783774,331,7
03783839,297,29
03784339,224,11
03784738,456,33
0378777X,351,6
03789993,60,47
03791807,162,15
03792285,195,32
03794369,72,11
03795292,199,23
03801330,134,26
03862186,159,34
03924939,323,46
03942287,67,34
03945596,351,29
03969657,314,4
0429288X,189,17
04353870,179,35
04493060,335,13
04574184,280,41
05240832,63,39
05545579,453,15
05566630,110,29
05567432,490,29
05599350,62,32
05643295,69,2
05701864,117,47
07011784,14,14
07116780,112,20
0716078X,205,22
07203322,271,11
0722494X,374,27
0730031X,489,3
07307268,381,17
07313810,359,44
07313829,56,28
07313837,364,29
07318898,320,21
0733-9410,433,47
07339372,317,16
07339402,153,37
07339429,278,20
07339437,379,6
07339496,133,19
0733950X,115,5
0734189X,167,3
0734242X,156,1
07380895,154,38
07381360,129,15
07386028,328,34
07422091,101,49
07438141,67,25
07439547,448,24
07482337,355,12
07490208,238,18
07507186,483,15
07517688,126,44
07555016,288,27
07556365,136,8
07557981,402,46
07612524,405,25
07644469,138,17
07665105,67,29
07713312,131,8
07900627,10,15
07916833,248,27
07917945,299,46
08000395,105,7
08152195,127,29
08230269,98,24
08434379,497,3
08537291,246,20
08554307,382,46
0856860X,394,15
0873948X,281,25
08825696,198,30
08832927,201,7
08856087,456,17
08859507,78,44
08866236,287,20
08869375,358,36
08874840,256,9
08876134,460,38
08878218,85,48
08888892,163,22
08905363,153,2
08908575,444,24
08920753,494,8
08927014,95,11
08936188,194,13
08936692,294,17
08940630,471,8
08941920,229,21
08953988,78,18
08958378,56,30
08966664,103,18
08986207,247,46
08988048,455,47
09019928,462,31
09056947,213,38
09066691,409,32
09096396,227,11
0913557X,483,45
09202234,441,25
09204741,350,33
0921030X,48,38
09212639,109,41
09212973,298,8
09213449,263,11
09218009,231,22
09218181,366,24
09234861,32,41
09239820,259,17
09246460,19,12
09251014,255,46
09258574,334,32
09263373,109,15
09263403,299,16
09266917,189,22
09273522,232,28
09291393,259,33
09311890,156,10
09311955,451,40
09343504,105,32
0936577X,266,33
09405550,334,2
09406808,13,33
09430105,289,41
09441344,345,13
09475117,267,33
09483349,485,13
09493026,393,26
09498036,169,22
09506764,484,39
09513558,349,2
09517359,161,38
09518312,405,39
09524592,172,46
09524622,389,15
09524746,42,34
09528873,426,42
09538178,454,44
09538186,188,49
09542299,110,11
09546324,277,3
0956053X,332,6
09562478,74,9
09571787,426,6
09574352,177,9
09575820,339,39
09580956,52,31
09582118,53,32
0958305X,294,41
09589287,406,12
0959230X,21,8
09592709,104,8
09593330,311,28
09593780,395,20
09596526,262,47
09596836,251,7
09601406,44,11
09601686,224,20
0960233X,346,16
09603115,99,4
09603123,273,6
09603271,102,22
09608524,419,26
09610405,467,3
09611444,99,41
09619534,427,42
09628452,124,14
09628797,114,11
09632719,400,18
09639292,205,12
09640568,323,23
0964198X,123,12
09644016,84,13
09644733,422,25
09645691,385,45
09648305,429,19
09653562,226,46
09660879,286,36
09661646,258,45
09666923,173,8
09669671,403,29
09670513,366,32
09673407,466,44
09679952,417,18
09695990,201,6
09696997,236,18
09697764,186,19
09698086,108,22
0969997X,45,37
0970020X,475,32
09709851,496,41
09710426,105,3
09715010,161,28
09716378,160,10
09716580,199,35
0971765X,233,29
0972057X,46,15
09720626,277,33
09723005,378,7
09724923,192,12
09726268,22,49
09728228,288,30
09729860,226,21
09730052,370,24
09730826,295,20
09731555,282,37
09738363,378,4
0974262X,71,28
09745904,226,24
09746773,351,49
09747893,406,32
09823816,186,34
09927158,109,36
10000933,405,2
10006923,454,15
10010742,242,34
10014810,412,36
1001652X,85,6
10035427,274,39
10042857,464,42
10049541,293,12
10050094,215,3
1006687X,232,45
10069305,393,18
10076301,61,40
10099980,348,21
10106049,376,15
10119779,153,33
10151621,382,35
10171703,78,26
10183639,108,8
10184619,405,36
10185674,34,48
10220119,445,30
10231218,388,23
10236368,478,42
10236732,493,44
10248560,62,14
10256016,160,14
10259112,66,37
10260862,48,5
10275606,118,38
1029788X,190,45
10353712,51,41
10369872,195,47
10382046,432,14
10382097,407,39
10402381,232,25
10406026,131,20
1040838X,142,2
10449612,172,39
10454438,224,6
10455752,230,17
10473289,244,25
10477624,340,28
10482911,155,2
10485236,248,35
10490280,18,5
10498001,83,1
10499652,451,40
10499660,410,12
10504648,262,36
10510761,239,45
10515658,183,47
10521062,150,31
10527613,177,11
10534245,179,10
10534725,402,3
10543139,443,14
1054853X,292,16
10549811,131,10
10563466,203,29
10568190,14,10
10583912,38,12
10588108,174,30
10588337,431,41
10590501,348,1
10603271,145,5
1061026X,374,20
10611452,330,8
10612971,351,43
10614303,154,12
1063455X,336,1
10641262,226,20
10643389,310,28
10647546,141,43
1065657X,301,37
10676058,79,47
10683739,261,37
10686061,424,12
10693513,284,37
10693629,454,49
10704965,373,49
10716076,191,44
10730451,176,28
10739149,100,47
10752846,211,15
10759565,355,6
10769188,28,44
10771204,48,20
10787275,135,14
10792457,460,2
10807039,182,9
10811710,150,37
10831363,251,20
1083446X,229,26
10838155,135,29
10840699,67,1
10845453,157,35
10853278,485,6
10857117,465,37
10860266,326,5
1086900X,392,33
10871209,370,49
10881697,432,14
10881913,10,12
10881980,396,42
10889868,470,20
10900241,357,24
10904999,199,43
10928758,200,34
10930191,378,25
10934529,418,29
1093474X,321,39
10937404,426,31
10955674,431,47
10956670,126,43
10962247,143,23
10979336,67,44
10984321,53,38
10992340,182,20
11009233,169,23
11046899,182,45
1108393X,326,16
11084006,312,42
11101768,158,8
11104929,89,21
11107243,383,1
11123680,222,8
11162775,212,29
11206349,261,32
11219041,238,38
11257865,173,5
11261668,236,47
11295767,156,22
11303204,29,47
11316756,450,34
11385952,411,1
11397861,56,26
1146609X,242,43
11477806,314,10
11479213,23,30
11667699,152,18
11786221,424,17
11804009,10,26
11818700,382,8
11877863,63,47
11956860,383,40
12013080,268,49
12102695,153,12
1214021X,480,27
12141119,450,8
12218103,468,25
12225347,21,46
12232254,339,4
12246808,233,33
12261025,281,1
12264806,465,19
12269328,367,31
12301485,469,16
12303666,417,14
12313726,165,48
12321966,382,5
12396095,17,41
12401307,131,26
12595977,357,28
12864560,173,2
1300011X,99,6
13000160,145,9
13091042,325,41
13115065,187,25
13118706,37,48
13132644,229,13
13136569,366,9
13141902,50,13
13146947,237,31
13205331,201,41
13221698,420,11
13231650,456,4
13241583,154,34
13300113,210,38
13300520,426,46
1330061X,221,4
1335048X,470,38
13352555,229,19
1335342X,249,6
13356399,406,18
13365266,55,13
13365835,44,41
13376853,399,19
13386905,91,45
13446231,380,11
13449702,265,1
13480685,206,24
1348589X,312,7
13504177,418,25
13504509,459,21
13522310,19,15
13528505,321,1
13532561,295,12
13535226,251,7
13541013,260,15
1354750X,374,21
13549839,14,19
1355770X,128,29
13600826,298,25
13619209,383,33
13621971,74,49
13648152,233,49
13657127,248,35
13657305,186,44
1366638X,276,38
13667017,350,26
13679430,291,11
13691481,72,35
1369703X,226,8
13812386,351,46
13815148,324,14
13826689,292,10
13835718,186,2
13835742,470,46
13850237,426,9
13858947,114,21
13873547,108,26
1387585X,394,8
13880292,414,48
13899341,320,2
13903799,485,28
13921649,474,29
13991183,206,26
1399560X,360,25
14000350,142,12
14022001,367,5
14053195,268,34
14134152,446,48
1414753X,32,37
14154366,494,15
14202026,62,44
14206803,174,36
14296675,211,15
14297426,467,43
1430483X,92,48
14308681,154,23
14312174,94,6
1432847X,87,46
14329840,466,44
14359529,375,43
14363240,10,45
14363798,60,21
14369095,182,23
14374781,214,43
14384957,269,16
14391783,455,47
14398621,458,15
14427001,378,25
14429985,497,36
14482517,297,11
14590255,43,15
14601176,357,4
14608944,104,21
14614103,81,13
14614529,48,22
14615517,163,19
14616718,259,34
14616971,171,14
14620758,447,4
14624605,127,48
14629011,268,46
14634988,388,27
14639262,315,29
14640325,277,47
14643332,458,28
14647141,63,35
14655489,245,8
14656620,398,16
14659972,487,42
14660466,231,36
14662035,260,30
14662132,322,18
14666650,410,2
1466822X,121,49
14672960,264,13
14677873,312,4
14680181,416,26
14681641,216,25
14693062,350,11
1470160X,407,7
14710358,75,31
14718278,84,44
14724561,444,10
14724677,112,39
14726785,431,13
14742748,201,31
14744740,261,7
14746778,235,49
14747731,303,42
14753219,315,42
1476069X,107,36
14765667,347,20
14766825,295,4
14768917,344,7
14768971,356,1
1476914X,444,44
1476945X,456,45
14776545,491,42
14777835,317,47
14778599,258,13
14778920,175,22
14785277,490,21
14789876,481,22
14790505,344,28
14798751,39,9
14888386,256,26
14962551,60,15
15052249,90,10
15067629,142,24
15139700,294,42
1518952X,397,8
15204081,147,24
15207439,193,16
15224740,410,49
15226514,339,26
15230430,282,27
1523908X,349,37
15275922,481,4
15276988,78,24
15280470,43,19
15287394,271,36
15294900,62,39
15297489,459,10
15320383,214,25
15320456,135,18
1533015X,244,19
15351459,52,36
15353958,249,10
15356760,468,33
15376176,380,5
15376516,120,47
15376524,258,49
1537744X,160,35
15387135,192,44
1539607X,345,34
15403459,104,33
15409295,468,21
1541132X,383,17
15429733,409,22
15434060,17,48
15434079,397,37
15448053,369,15
15475778,397,35
15507424,193,28
15513793,290,7
15526100,204,32
1553345X,361,11
1553734X,204,10
15538362,164,9
15555275,102,14
15564894,169,13
15568318,443,25
15569039,70,2
15590631,131,35
15592723,60,7
15594491,412,21
15602745,286,18
15607496,14,3
15614417,475,42
15662543,101,39
15677230,179,41
15677419,326,49
15691705,31,11
15698432,414,39
15706443,335,24
15715124,10,46
1573062X,142,19
15749541,242,4
15780732,21,26
1578665X,355,38
15819175,55,42
15829596,43,32
15842363,442,39
15858553,87,45
15894673,227,46
15926117,310,36
16060997,420,40
16069749,82,37
16103653,291,33
16112490,258,36
16124642,56,3
16124758,130,9
16129202,223,8
16132394,248,33
16137272,65,6
16171381,359,41
16180240,116,39
16188667,328,4
1618954X,57,13
16190033,70,49
16274873,346,2
16310713,35,5
16350421,301,44
16357922,266,27
16442296,122,21
16447298,364,8
16462742,262,38
16486897,189,8
1651436X,216,3
16604601,312,44
16617827,136,3
16637852,65,22
16726316,223,6
16726561,23,2
16733509,483,23
16737415,37,44
16739108,480,2
16746767,87,38
16747305,225,17
16749278,374,34
16749928,163,23
16790073,23,30
16808584,196,8
16851994,321,22
16874285,380,44
1687885X,16,36
16879309,12,5
16879708,120,13
16879805,416,29
17083087,247,31
17262135,372,47
17274915,248,16
17294274,236,16
1730802X,380,12
17331218,24,17
17351472,201,16
17351979,482,12
17353033,128,8
17356865,494,20
17364728,37,3
1736602X,211,16
1741640X,48,30
17416418,450,45
17417589,282,23
17422132,240,28
17433541,95,40
17434955,483,5
17437601,135,20
17438977,309,40
17451590,34,44
1746448X,154,1
17465095,22,30
1747423X,221,21
17476526,34,20
17476585,77,6
17477891,403,22
17481317,76,18
17489318,242,8
17494907,118,39
17505836,155,32
17506816,120,33
17508614,237,16
1751231X,120,12
17513758,479,38
17518253,43,34
1751956X,120,14
17524032,273,36
17528550,433,33
17529921,378,23
17535123,245,45
17545048,92,2
17545692,51,41
17546834,434,21
17549957,110,2
17550874,15,27
17554217,189,9
17556910,291,1
17557437,329,11
17562538,235,3
17565529,452,23
17568692,449,26
1756932X,324,4
17571693,374,18
17577780,463,6
17582083,238,35
17583004,386,22
17585880,298,43
1758678X,446,15
17593433,159,22
17597269,207,42
17681448,79,12
1772094X,121,47
17740746,13,49
17905079,359,42
17907632,340,38
17986540,455,18
1800427X,327,45
18032427,359,35
18050174,104,30
18050689,161,24
18063845,320,42
18102328,256,14
18110932,396,6
18149324,252,3
18149340,40,16
1815381X,49,7
18153852,238,14
18191886,45,9
18234208,417,15
18238556,232,21
18256635,15,35
1828454X,331,2
18328105,477,27
1838675X,229,2
18401503,84,35
1842371X,13,18
18424090,344,14
18448135,143,20
18448143,127,18
18483305,378,10
18571727,103,25
18624065,495,2
18630650,444,25
18634672,71,33
18635407,450,36
18639135,203,31
18645631,344,14
18647782,212,1
18649904,401,46
18651542,35,16
18666280,182,3
18667511,309,35
18669298,142,41
18670334,335,6
18671594,419,25
18672477,127,13
1869215X,333,34
18722032,284,8
18727859,221,21
18728855,234,34
18739318,29,4
18739652,122,25
18741738,149,15
18753728,56,4
18772641,10,45
18773435,99,12
18775845,151,32
18777236,329,32
18786553,47,28
18793886,302,13
18807046,391,31
18808247,148,14
18818692,365,20
18961541,268,29
18986196,170,6
19044720,399,32
19061714,187,29
19086865,19,43
19162804,416,23
19321465,147,19
19322135,181,31
19338244,395,5
19339747,22,19
19360584,177,34
19366612,139,10
19386362,330,2
19390459,328,11
19394071,110,31
19415842,338,15
19417020,282,9
19422431,274,23
19427603,468,19
1943345X,408,9
1943815X,417,35
19440049,47,21
19443994,428,9
19447442,103,28
19463138,104,46
19463952,314,7
19475705,78,16
19478402,327,16
19488327,453,33
19619502,443,4
19648189,343,39
19650175,382,40
19709889,385,17
19733739,468,37
1975020X,146,39
19768257,427,29
1980993X,85,36
19851944,44,39
19859899,10,37
19920628,305,35
19933800,329,7
19940416,415,27
19940432,69,28
19947887,329,22
19950756,358,14
19954255,276,37
19956681,370,22
19969457,238,5
19971389,279,2
19984502,325,27
19986041,295,21
19989563,300,38
20058624,222,15
20059752,174,21
20073828,14,10
20089163,348,23
20089996,388,39
20100078,87,5
20100264,419,1
20282508,71,13
20374631,141,21
2038324X,98,26
20394705,246,45
20402244,51,21
20418396,98,18
20419031,411,37
20423268,305,45
20427808,337,32
20439083,304,36
20442041,113,17
2045452X,23,35
20460430,297,49
20469063,188,11
20471025,134,21
20491220,431,26
20500386,362,4
20507887,32,34
20518153,72,48
2052174X,152,18
20530196,490,40
20531400,162,35
20555911,154,41
20563272,234,29
20565607,459,29
2067533X,318,42
20711050,113,21
20719388,113,42
20726414,444,13
20726651,48,49
2072845X,444,41
2073106X,207,17
20766734,400,1
20799705,188,2
2081139X,465,48
20831587,51,29
20933134,24,10
20950055,120,40
20952201,166,21
20953119,298,28
20956339,487,11
20956355,240,34
20958099,420,8
20958137,429,22
20959885,166,8
20961758,47,49
2096241X,450,15
20964129,106,17
20965508,494,23
20966237,420,24
20967438,448,45
20971583,298,19
21503621,263,5
21513732,205,32
2152906X,95,44
21535493,331,1
21550085,19,23
21553858,14,37
21580103,132,8
21605882,339,13
21606544,362,8
21619549,127,23
21622515,303,43
21646325,406,1
21650373,168,45
21658005,312,24
21698953,237,35
2169897X,374,24
21699275,225,17
21711976,445,5
21777675,193,20
21862982,24,21
21890420,166,40
21904707,145,31
21905487,270,46
2190572X,166,36
21906483,56,11
21919542,333,15
21945403,341,19
21967202,182,7
21986444,139,28
21987491,420,43
21993629,104,5
21993823,124,5
22065865,429,32
2210464X,301,8
22114645,291,10
22116753,308,38
22119124,292,47
22120416,78,32
22120947,157,48
22120955,20,28
22123717,263,17
22124284,339,31
22126082,369,8
22126090,47,40
22126139,143,25
22129820,209,9
22133054,32,2
22141405,312,15
22141669,355,3
22145524,311,49
22147144,372,36
22147500,405,4
2214790X,227,14
22151532,150,41
22201319,113,41
22212701,455,25
22237755,219,10
22256032,482,21
22391959,120,12
22516719,113,27
22518592,325,40
22524940,180,2
22558632,469,13
22779760,365,32
22801855,333,31
22806180,142,16
22807659,385,32
22813993,302,32
22815295,337,34
22833196,136,11
22870741,115,10
2287884X,101,15
22891471,296,17
23069856,60,9
23251077,471,40
23251166,305,14
23256192,306,25
23265094,223,22
23308249,276,30
23321512,416,20
23335955,266,21
23338113,311,44
23375779,110,32
23390913,414,46
23520078,355,49
23566140,119,21
23635037,429,35
23636203,191,32
23637692,480,30
23644176,322,39
23656379,10,49
23656433,328,12
23744731,447,41
2382624X,64,47
23830956,380,18
23833572,433,21
2383451X,408,13
23851546,158,21
23929537,440,8
23982640,466,46
23996544,318,40
23998083,146,46
24056650,211,7
2410339X,322,44
24107220,126,32
24233765,434,22
2448167X,72,43
24519294,253,25
24519308,34,22
24519766,99,28
24522236,84,29
24681113,303,13
24682039,395,18
24705357,400,2
24764698,219,29
24766267,484,21
24766674,427,15
24767204,356,27
2500008X,26,31
25001019,137,15
25081888,436,23
25094238,452,24
25099426,373,44
2510375X,260,13
25148486,188,22
25149407,191,43
25154230,161,37
25225731,34,33
25225758,464,3
25235664,189,19
25245279,207,23
25247980,353,29
25252518,170,30
25300644,186,39
25381318,294,44
25383604,72,47
25434950,159,25
25494724,163,37
25750348,165,47
25774441,379,8
25780646,478,42
25875566,58,16
25893025,464,8
25901346,346,1
25903330,93,44
26114127,370,5
26236257,186,3
26334666,157,1
26395908,127,4
26622289,351,40
26636859,485,35
26643286,72,32
26667657,198,42
26667843,369,34
26673789,58,43
26720191,336,25
26766957,266,10
26946416,150,46
27096092,487,39
27098028,224,27
27098044,444,27
2730597X,388,2
27307182,449,41
27692159,220,48
27888614,41,9
27998746,167,36
