Journal,Publications,Authors
00380946,402,13
00381098,216,40
00381101,24,18
0038111X,355,25
00381810,51,33
00385697,389,47
00386308,470,40
00387010,188,43
00396028,72,12
00405779,361,44
00406031,240,36
00406090,250,48
00411450,61,4
0041624X,105,5
00421294,397,37
0042207X,231,8
00431648,494,42
00442275,416,49
00442968,240,28
00443093,246,31
00444510,152,9
00457825,180,29
00472689,38,14
00486604,169,22
00664189,336,11
00670049,196,23
00746843,252,1
00785466,95,46
00796565,293,37
00796700,75,21
00796727,179,26
00796786,54,46
00796816,71,36
00836656,450,23
00903752,143,1
00913286,293,40
00920606,37,15
0092640X,117,21
00933813,53,47
00936413,349,9
00941492,295,9
00944289,455,10
00962015,340,26
00972002,137,41
01024744,357,35
01039733,482,25
01214470,240,26
01252526,199,11
0129055X,234,38
01291831,394,2
01295721,386,7
01326414,292,18
01342452,455,27
01371339,130,34
01375075,125,27
01401599,470,17
01406566,242,43
01411594,268,44
01413910,368,24
01418610,207,25
01422413,465,7
01422421,420,6
01423312,146,24
0142727X,327,33
01430807,174,49
01438166,234,29
01442600,316,43
01448420,243,22
01457632,181,26
01465724,161,28
01466410,472,21
01468030,324,49
01469592,383,7
01480227,169,17
01486055,105,20
01495739,481,41
0149645X,242,49
0150536X,189,20
01589938,122,22
01610457,327,28
01616404,451,40
01631829,61,49
01631918,277,7
01633767,304,1
01640313,395,32
01650807,396,13
01652125,122,30
01661280,110,23
01672584,122,19
01672738,449,32
01672789,90,30
01672991,196,29
01675729,122,49
0167577X,11,45
01676636,139,29
01677322,229,30
01677861,63,16
01678442,352,40
01679295,494,19
01679317,233,18
0168583X,234,1
01689002,394,14
01694243,412,47
01694332,135,2
01695983,139,28
01700839,62,49
01709739,181,30
01718096,227,38
01734911,169,4
01777963,207,1
01787683,425,8
01824295,256,29
01851101,333,39
01901494,448,3
01915665,212,32
01959271,193,10
0195928X,132,10
01970216,410,19
02022893,264,46
02023822,303,34
02043467,289,33
0207401X,334,23
02177323,381,28
0217751X,107,32
02179792,207,7
02179849,479,29
02182203,404,8
02182718,249,1
02183013,153,3
0218396X,106,24
0218625X,210,23
02188635,133,8
02190257,196,47
02194775,335,37
0219581X,473,3
02197499,358,33
02198878,268,28
02314428,157,47
02321300,261,8
0237028X,452,34
02397528,429,35
02506335,412,32
02529262,355,24
02529602,460,14
02532239,156,32
0253231X,157,46
02533219,361,43
02534177,208,16
02536102,317,4
02539268,498,37
02539950,426,21
02540096,433,14
02540584,137,31
02543052,48,48
02543087,347,18
02546086,369,7
0256307X,138,10
02578972,276,7
02580322,485,33
02580934,450,23
02581825,482,21
02587025,443,19
02630346,160,48
02632241,424,19
02636174,487,36
02649381,307,29
02668920,272,2
02670836,261,1
02670844,153,47
02678292,355,5
02681242,121,20
02705214,69,11
02724324,378,42
02726343,11,2
02729172,394,3
02731177,313,23
02751062,263,12
02757257,149,20
02759306,462,5
02761459,46,37
02777037,169,38
0277786X,18,30
02778068,242,9
02786273,108,34
02850192,156,44
02882043,313,35
02955075,217,22
03009238,140,44
03010104,413,24
03015629,161,17
03015696,63,10
0301634X,129,30
0301679X,170,46
03017249,417,23
03019322,125,32
03043834,84,17
03043843,122,17
03043886,465,14
03043991,429,9
03044289,431,40
03048853,113,2
03049523,349,45
03054470,263,25
03054608,236,39
03054616,121,9
03054624,482,22
03063453,108,43
03068919,162,46
03071693,358,4
03084086,411,26
0308437X,393,29
03091929,375,45
03230465,347,34
03346455,203,23
03347575,319,37
03357368,172,11
03400204,217,6
03402193,454,18
0340224X,178,21
03404803,493,42
0350820X,170,36
03548996,77,41
03552721,298,38
03601218,407,34
03602133,286,17
03602141,313,37
03603016,413,25
03603199,393,38
03615235,401,12
03618773,144,23
03650138,204,42
03650359,410,22
03669033,137,21
03673294,42,27
03676765,185,31
03678393,469,6
03682048,452,27
03683281,380,40
03684466,479,34
03687147,384,12
03693546,31,45
03693554,247,7
03698203,167,10
03700046,47,45
03701328,239,17
03701573,374,26
03701972,60,21
03702693,447,28
03707377,292,2
03710025,36,43
03732029,235,1
03740676,286,36
03744884,295,26
03744914,106,29
0375930X,293,21
03759474,376,11
03759601,457,40
03759687,490,11
03770257,462,36
03779017,326,49
03783812,313,39
03784371,156,40
03796779,13,35
03797112,44,34
03862208,201,47
03871533,58,24
03875016,26,22
03882861,181,5
03905551,229,33
03906035,167,36
03923029,486,47
03926737,55,20
03928764,382,19
03930440,15,35
0393697X,108,43
04300696,389,17
04493060,242,45
05145163,46,43
05317479,289,34
05431972,358,9
05435846,311,26
05503213,190,2
05562813,104,9
05562821,108,9
05698197,197,40
05704928,490,17
05717256,125,1
05779073,200,25
05848547,262,43
05874246,478,40
05874254,425,42
05891485,480,25
07116659,170,39
07217250,265,35
07223277,332,3
07234864,137,37
07243472,27,44
07302010,290,44
07309244,499,30
07311230,232,38
07315171,63,34
07338724,67,12
07342101,332,19
0734211X,369,37
07351933,183,44
07362501,289,49
07370652,123,17
07402511,297,10
07403224,440,49
07403232,351,47
07413335,160,12
07424787,459,16
07437463,136,24
07496036,164,19
07612508,499,8
07802285,395,31
07921233,483,21
07921241,282,17
07984545,113,23
08146039,426,37
08327823,402,16
08361398,308,6
08436061,255,8
08608229,185,25
08631042,48,18
08688257,486,25
08696632,179,12
08698643,256,15
08832889,35,26
08832900,364,41
08837694,315,45
08842914,418,26
08845913,417,47
08853010,22,32
08857156,325,10
08876266,400,16
08876703,322,7
08878722,45,17
08886512,182,23
0889311X,29,26
08909997,330,21
08916152,273,22
08917035,409,7
08927022,151,14
08927057,469,15
08940886,380,7
08946507,480,9
08949875,152,48
08952477,101,8
08953996,363,23
08957959,331,29
08961107,297,18
08968446,224,31
08981507,456,30
08998221,351,39
08999406,60,35
09090495,162,18
09144935,195,42
09145400,72,39
09151168,199,17
0917639X,134,14
09191038,159,31
09205071,323,24
09205632,67,35
09214526,351,44
09214534,314,45
09215093,189,34
09215107,179,3
09226435,335,37
09230750,280,43
09232958,63,40
09242716,453,26
09244247,110,23
09249907,490,44
09253467,273,39
09254005,62,15
09259635,69,49
09262040,117,4
09270256,14,29
09276440,112,22
09276505,205,25
09277056,271,13
09277757,374,18
09277765,489,33
09280707,381,16
09284931,359,45
09295607,56,42
09298266,364,44
09301151,320,2
0930486X,433,35
09320784,317,42
09323414,153,34
09323902,278,30
09335137,379,13
09340866,133,13
09349847,115,18
09351175,167,32
09354956,156,32
09354964,154,35
09367195,129,39
09379347,328,46
09380108,284,29
09381287,101,49
09397922,67,29
09462171,448,44
09467076,355,16
0947076X,238,44
09477047,483,47
09477411,126,10
09478396,327,30
09481907,288,25
09491775,136,39
09500340,402,20
09500839,405,5
09517715,138,1
09532048,67,30
09534075,131,49
09538585,10,3
09538984,248,45
09540911,299,14
09543899,105,30
09548998,135,4
09555986,127,18
09570233,57,37
09574522,98,25
09574565,497,48
09597174,246,1
09600779,382,46
09603409,394,15
09608974,281,9
09630252,198,15
09638695,496,49
09639659,201,24
09641726,456,4
09641807,78,12
09650393,287,37
09659773,358,37
09660941,256,43
09684328,460,6
09698043,85,39
0969806X,163,46
09701893,153,24
09703950,444,11
09725768,494,13
09728821,95,34
09731458,194,25
09735763,294,7
09927689,471,4
09977538,229,8
09977546,78,20
10000593,56,29
10001158,103,45
10003290,247,46
10003436,455,10
10003835,462,43
10003851,213,34
10007032,409,26
1000985X,227,41
10010521,483,49
10011455,441,3
10012060,350,6
10012249,48,5
1001246X,109,5
10014322,298,47
10014977,263,23
10016058,231,49
10016511,366,9
10018042,32,35
10019014,259,20
10019731,19,49
10022082,255,42
10032169,334,35
10036326,109,18
10040609,299,17
10042474,189,24
10044213,232,3
1004423X,403,32
10044523,259,35
1004924X,156,38
10064125,451,13
10068740,105,47
10072276,266,25
10074619,334,9
10090630,13,4
10091963,25,14
10096264,289,37
10099271,345,34
10106030,256,11
10111344,267,41
10120386,485,3
10179909,393,28
10221344,169,29
10221352,484,9
10221360,349,3
10221824,161,25
10235809,405,34
10238166,187,12
10238883,172,42
10241752,389,9
10241809,42,15
10248560,426,40
10263098,454,25
10274642,188,5
10275851,436,11
10279636,110,34
10283358,277,24
10286276,332,15
10298479,74,38
10299599,426,8
10400400,177,5
10402004,339,48
10407278,52,26
10407782,53,18
10407790,294,6
10408436,406,37
10411135,21,48
10420150,104,13
1042346X,311,28
10444300,395,5
10445803,262,13
10448632,251,17
10459243,44,40
10489002,224,45
1049250X,346,32
10502947,99,29
10510117,273,3
10518207,102,40
10518223,419,34
10519998,467,40
10541500,99,27
10544887,427,13
1054660X,124,45
10555269,114,33
1055677X,400,6
10556796,205,24
10556915,323,19
10584587,123,16
1058725X,84,40
10587268,422,28
10589759,385,33
1059910X,429,48
10599630,226,41
10618309,286,13
10618562,258,43
10619127,173,45
10619208,403,25
1061933X,366,42
10620125,466,36
10623701,417,27
10627995,201,38
10628738,236,7
1063651X,186,5
10636676,108,43
10637397,45,45
10637710,475,31
10637729,496,23
10637737,105,42
10637745,161,10
10637761,160,32
1063777X,199,43
10637788,233,30
10637796,46,39
1063780X,277,31
10637818,378,18
10637826,192,36
10637834,22,2
10637842,288,14
10637850,226,13
10637869,364,29
10642269,370,12
10642285,295,39
10648887,282,2
10652221,378,32
10653090,71,13
10655131,93,46
10657541,377,27
10667857,226,49
10681302,351,41
10683356,406,17
10683372,196,40
10683755,28,31
10685200,186,34
1068820X,109,24
10704698,405,45
10706631,454,35
1070664X,242,48
10709622,412,6
10709762,85,19
10710922,274,30
10711023,464,7
10712836,293,10
10735615,215,41
10735623,232,32
10739149,393,34
10741542,61,28
10741550,348,15
10765670,376,30
1077260X,153,37
10810595,382,29
10833668,78,22
10840184,108,4
1084578X,405,20
10847529,34,32
10866655,445,36
1086900X,388,4
10876596,478,27
10893954,493,17
10907807,62,12
1091028X,160,22
10933611,153,17
10944087,66,10
10946969,48,1
10950761,118,22
10957863,190,26
10980121,51,18
10984402,195,14
10992871,432,47
10994300,407,29
10994742,232,12
1110662X,131,36
11143800,142,35
11201797,172,12
11266708,224,7
11330376,230,29
11542799,244,11
11554304,340,33
11554312,155,6
11554320,248,47
11554339,85,15
11837306,18,32
12056685,83,11
12197580,451,23
12205168,410,26
12211451,262,34
1221146X,239,46
12236039,16,34
12237027,183,29
12254614,150,4
12259438,177,17
1226119X,179,35
12261750,402,13
12301612,443,41
12303402,292,39
12310956,131,15
12518069,203,29
12595969,14,29
12595985,38,11
12660167,174,32
12860042,431,2
12874620,348,47
12900729,145,14
12928941,374,20
12932558,330,22
12962147,351,11
13000101,154,27
13019724,336,3
13035150,226,17
13131311,310,44
13132709,141,28
13233580,301,29
13300016,79,21
13351842,261,47
13358871,424,16
13406000,284,37
13438875,454,20
13449931,373,6
13459678,191,19
13463969,176,5
13479466,100,3
13480391,211,1
13480693,355,38
13492543,28,15
13502379,48,34
13502433,135,35
13504177,460,49
13504487,182,25
13504495,150,24
13506501,251,12
1351010X,229,18
13544063,135,15
13552198,67,44
13555111,157,16
13565362,485,27
1358314X,465,8
13590294,326,46
13596462,392,25
13621718,370,17
13642812,432,29
13645021,10,8
1364503X,396,15
13647830,470,27
13668781,357,46
13672630,199,7
13697021,200,3
13698001,378,29
13835416,418,44
13841076,321,24
13853449,426,3
13861425,431,20
13866184,126,46
13869477,143,15
13871811,67,25
13873806,53,30
13876473,182,14
1387974X,169,7
13880764,182,17
13883127,326,44
13886150,312,20
13900129,158,36
13920049,89,9
13921207,383,38
14029251,222,48
14060086,212,22
14182874,261,2
14226375,238,24
14226928,173,8
14240637,156,13
14243210,29,17
14248220,450,8
14306395,411,21
14319276,56,18
14328364,242,30
14328488,314,18
14328917,23,46
14337266,152,47
14338351,424,31
14345021,10,38
14346001,382,32
14346028,63,11
14346044,383,45
14346060,268,25
14367947,153,33
14381656,480,38
14394235,450,41
14399776,468,8
14402807,21,11
14486083,339,22
1450698X,233,24
14544164,281,41
14549069,465,17
14613484,367,12
14639076,469,46
14639246,417,32
14639963,165,15
14644193,382,16
14644258,17,22
14644266,131,28
14668033,357,20
14684349,173,33
14685248,99,10
14690667,145,40
14735504,195,32
14736691,325,33
1475472X,187,2
14757435,37,33
14757516,229,33
14761122,366,41
14764857,50,13
14764865,237,30
14777622,201,33
14786435,420,13
15161439,456,26
15177076,154,22
15273342,210,39
15287483,426,2
15297853,221,38
1530437X,470,39
15306984,229,26
15311309,249,46
15334880,422,15
15337146,406,34
15353508,55,42
15361055,44,44
15361365,262,49
1536383X,399,40
15371646,91,11
15393755,380,3
1539445X,265,6
15397734,206,9
15403459,312,6
1541308X,418,9
15421406,459,39
15430537,19,31
15461955,321,32
1546198X,295,41
1546542X,251,12
1546900X,260,8
15470083,374,8
15470091,14,28
15474771,128,20
15477037,298,47
15502724,383,7
15507998,74,11
1551319X,155,20
15519899,233,16
15567265,248,4
15568598,186,6
15571939,276,22
15572064,350,26
15577937,291,3
15587916,72,41
1559128X,226,42
15594106,351,14
15599612,324,11
15603547,292,18
15608034,186,12
15614085,470,23
15623920,426,12
15651339,107,13
15661199,114,25
15671739,108,45
15672069,394,19
1567715X,414,46
15694410,320,36
15698025,15,45
15700755,485,8
15710645,474,29
15741818,206,32
15803139,360,44
15847284,142,18
15848663,367,6
15899535,268,18
15949982,446,19
15989623,32,22
16005368,494,37
16052730,62,32
16065131,174,41
1606867X,211,3
1607324X,467,28
16078829,92,10
16081021,154,35
16091833,94,29
16101928,87,15
16113683,466,33
16122011,375,7
16128850,10,12
16134982,60,49
16144961,182,30
1616301X,214,21
16310705,269,31
16314670,455,24
16443608,458,20
16488504,378,37
16625250,297,28
1664039X,43,44
16717694,357,20
16721799,104,24
16722515,81,49
16726030,48,32
16727126,163,41
16727207,259,36
16731905,171,34
16733487,447,36
16741056,127,2
16741137,268,15
16744527,388,34
16744926,315,36
16747275,277,6
16747348,458,39
16749251,63,42
16753402,245,12
16829344,398,3
16866576,487,45
16874714,231,18
16875826,260,40
16875990,322,21
16876261,410,15
16876393,121,33
1687689X,264,35
1687725X,312,26
16877276,416,8
16877357,216,36
16877632,238,48
16877969,350,30
16878108,407,23
16879120,75,42
16879244,84,44
16879384,444,14
17277191,112,14
17338026,431,2
17353572,201,37
17403499,261,5
17425468,235,38
17426588,303,45
17439310,315,41
17439671,107,47
17443091,347,14
1744683X,295,39
17452473,344,25
17453925,356,20
17453933,444,2
17455030,456,39
17480221,491,6
17483387,317,17
17494680,258,25
17494885,175,28
1749785X,490,2
17518113,481,35
17518768,344,37
17518822,39,5
17528933,256,1
17532507,115,40
17533562,60,12
17540410,90,36
17540429,142,45
17568277,294,23
1757482X,397,47
17686733,147,31
17905044,193,11
17905087,410,10
17932920,339,3
17935458,282,14
18019064,349,16
18102328,481,10
18106528,78,29
18152406,271,12
1815932X,62,30
18173020,459,41
1818331X,214,1
18213251,135,5
18237010,244,20
18246672,52,8
18276660,249,43
18422403,468,12
18444172,380,1
18546250,120,20
18625282,258,28
18626254,160,43
18626300,192,37
18626351,345,47
18634672,104,37
18638880,468,12
1864063X,383,37
18666892,409,49
18703542,17,49
18722105,397,44
18731988,369,28
18820743,397,47
18820778,193,15
18822398,290,6
18844049,204,44
18951082,361,20
18992358,204,14
19314523,164,2
19317573,102,9
19321058,169,37
19325150,443,20
19348630,70,26
19360851,131,29
19376472,60,1
19378726,412,35
19402503,286,6
19429533,14,37
19430655,475,5
19449399,101,33
19459645,179,49
19475454,326,14
19475764,31,12
19485085,414,42
19516355,335,20
19746059,10,24
19903413,142,43
19921950,242,34
19937296,21,25
19947607,355,29
19950780,55,39
19960948,43,31
19971397,442,47
19980124,87,43
19984448,227,23
19996691,310,44
2010135X,420,38
20103247,82,20
20374909,291,23
20395086,258,45
20408978,56,16
2041-820,130,42
20418205,223,8
20460147,248,21
20505698,65,1
20525192,359,8
20525206,116,29
20710186,328,32
20776772,70,5
20788665,346,47
20791704,35,22
20831331,301,47
20893191,266,34
20901968,17,1
20908865,122,26
20909519,364,43
20933134,262,10
20935587,189,30
20950462,216,18
2095283X,312,17
20955545,136,26
2096241X,65,8
20963955,223,47
20964579,23,40
20970064,483,49
20970331,37,12
20971842,480,27
21026459,87,8
21525102,225,25
21563381,395,46
2156342X,374,4
21567573,163,33
21601518,23,1
21646376,196,19
21662746,321,31
21680256,380,16
21680329,16,14
21680396,12,48
21681724,120,5
21692785,416,41
21699275,247,26
21905444,372,28
21905509,248,2
21928576,283,6
21944946,303,9
21948771,236,33
21965609,380,41
21967229,24,25
2210271X,201,48
22126864,482,13
22128166,128,9
22131337,494,13
22135979,37,31
22144048,48,11
22145524,450,4
22187987,282,34
22208054,240,38
22216413,95,46
22237038,483,4
22261494,135,38
22511717,309,19
22517227,34,6
2287237X,154,34
23049782,22,18
23085827,221,13
23124334,34,41
23144920,77,23
23225521,403,19
23279125,76,45
23294124,242,11
23299290,118,1
23324309,155,24
23328983,120,7
23342536,237,25
23352124,120,21
23362626,479,15
23375760,43,1
23391995,120,12
2345377X,273,7
23524510,433,15
23673613,378,21
23673648,245,19
23977914,92,29
24056014,51,25
2405609X,434,33
24056758,110,49
24096121,15,32
24249130,189,49
24680230,291,35
24682047,329,44
24699926,235,38
24699950,452,26
24699985,449,11
24700010,324,35
24700045,374,8
24732397,463,46
24751499,238,14
25000101,386,10
25081888,298,2
25087266,446,46
25099930,159,9
25122789,286,3
25184245,207,21
25198041,79,26
25229869,121,8
25233920,13,48
25245317,359,2
25901478,340,6
25901591,455,28
25917285,327,29
26431564,359,26
26613395,104,25
26618869,161,12
26624729,320,5
26717255,146,34
26884534,256,48
26899620,396,37
26900998,252,15
26911191,40,44
27318095,49,36
27658791,238,15
2771957X,45,43
27725715,417,48
7653697,232,23
87509237,15,6
87553996,331,46
8756663X,477,44
87566990,229,43
