Journal,Publications,Authors
17460573,289,31
17489237,334,19
17489318,381,44
17505836,107,39
17506220,207,27
17514088,479,10
17518687,249,19
17521416,153,39
17532116,106,3
17533309,210,45
17545692,133,13
17546834,196,28
17549957,335,20
17550084,473,28
17563607,358,8
17568277,268,41
17571154,157,39
17571693,261,1
17597269,452,3
18102328,429,13
18153852,355,49
18168957,460,25
18276660,156,33
18645631,157,38
18683967,208,44
1869876X,317,45
18748341,498,32
18755100,426,45
18772641,433,47
19301855,347,21
1932104X,369,11
19322135,138,37
19327447,276,36
19366612,485,35
19391234,482,20
19402503,443,18
19417012,160,47
19417020,424,41
19422431,487,49
1943345X,307,14
1943815X,108,15
19447442,272,31
19463936,261,1
19463952,153,3
19493029,355,16
19764251,121,23
19963599,69,11
19984502,378,12
19986041,11,10
20054238,394,32
20089163,313,16
20101325,263,8
20408021,462,12
20418396,46,24
20466099,18,8
20507488,242,28
20528418,108,36
20563272,156,26
20711050,313,8
2074272X,217,28
20888694,140,28
20901968,413,37
20951701,63,36
20952686,129,27
20954956,170,17
20958099,417,9
20958293,125,33
20959885,84,20
20960042,122,13
20961529,465,28
20961693,429,48
20962495,431,29
20962797,113,13
2097213X,349,46
21501173,263,35
21503621,236,6
21605882,121,18
21628726,482,5
21680256,108,47
21683565,162,25
21686777,358,2
21871094,411,10
21900558,393,30
21906815,375,45
21919089,347,5
21919542,203,33
21941459,319,1
21944288,172,18
21945756,217,32
21953880,454,47
21954771,178,49
21965625,493,11
21986444,170,21
21994668,77,26
22079963,298,25
22106707,407,22
22112855,286,27
2211467X,313,49
22126090,413,13
22131388,393,33
22146296,401,34
22186867,144,41
22212701,204,35
22286179,410,1
22391959,137,21
22524940,42,48
22528814,185,6
22807659,469,28
22815295,452,17
22886206,380,5
22894659,479,31
23154462,384,5
23251077,31,38
23251166,247,3
23298774,167,23
23328983,239,37
23338326,374,10
23568518,60,10
23635037,447,19
23637692,273,17
23638419,292,21
23667443,36,14
23672617,235,9
23816872,286,46
24056561,295,1
24113336,106,45
24150436,293,13
24575011,457,1
24682039,490,49
24682047,462,40
2475742X,326,32
24766674,313,34
25001019,156,28
25094238,13,31
25099930,44,8
25154230,201,39
25225731,58,26
25434950,229,12
25750348,167,1
2576988X,486,44
25780646,55,5
26618869,15,30
26667843,108,17
26913747,389,48
2730597X,46,23
27888614,289,15
29499097,358,37
