Journal,Publications,Authors
14723581,79,3
14727862,261,1
14732262,424,38
14738325,284,15
14757435,454,34
1475925X,373,35
14761122,191,49
14764857,176,25
14764865,100,24
14777606,211,12
14781581,355,18
1478422X,28,15
14802422,48,44
1509409X,135,16
15112292,460,27
15112780,182,8
15161439,150,46
15177076,251,25
15206106,229,17
15213331,135,29
1523553X,67,8
15243303,157,15
1524511X,485,27
15257797,465,46
15278999,326,7
15280837,392,3
15287483,370,29
15304388,432,44
15306984,10,24
15321797,396,3
15334880,470,20
15361055,357,46
15362558,199,15
1536383X,200,25
15376494,378,30
1539445X,418,14
15421406,321,7
15430537,426,17
15440478,431,44
15461955,126,20
15462218,143,36
1546542X,67,9
15470083,53,38
15470091,182,48
15470423,169,22
15477029,182,2
15477037,326,24
15483746,312,8
15493296,158,11
15499634,89,13
1550624X,383,17
15507033,222,8
1551319X,212,21
15513750,261,18
15514897,238,30
15524973,173,18
1553905X,236,46
1555130X,156,47
1555256X,29,31
15566560,450,38
15567265,411,32
15571939,56,11
15577910,242,45
15577937,314,25
15583724,23,33
15594106,152,38
15600904,424,41
15606074,10,8
15608034,382,11
15623920,63,22
15660184,383,24
15661199,268,41
15662543,153,17
15671739,480,12
15690660,450,46
15691713,468,32
15694410,21,15
15698025,339,16
15700755,233,22
15736105,281,28
15741443,465,20
15802949,367,33
15803139,469,10
15822214,417,40
15831078,165,32
15833186,382,33
15845982,17,2
15848663,131,33
15980316,357,33
15981657,173,41
15985032,99,13
15986462,145,30
15989623,195,33
16005368,325,13
16052730,187,26
16065131,37,22
1606867X,229,39
16078829,366,2
16081021,50,38
16106199,237,39
16113683,201,26
16128850,420,46
16134982,456,15
16136810,154,34
16146832,210,42
1616301X,426,44
16165187,221,49
16187229,470,40
16310721,229,11
16378962,249,3
16418581,422,6
16431049,406,9
16443624,55,6
16443985,44,9
16601394,262,39
16625250,91,32
16653521,380,41
16717694,265,12
16722515,206,8
16726421,312,8
16727126,418,28
16727207,459,20
16731905,19,47
16733460,321,7
16742001,295,11
16743962,251,20
16744128,260,16
16744799,374,4
16744926,14,6
16747321,128,22
16749251,298,26
16753402,383,3
16797817,74,41
16829344,155,42
16874110,233,14
16875397,248,11
1687563X,186,18
16875915,276,12
16876393,350,23
16876822,291,12
16878434,72,13
16878787,226,25
16879325,351,45
16879384,324,19
16879422,292,46
16879503,186,36
17226899,470,45
17333490,426,8
17337178,107,29
17388090,114,32
17403499,108,44
17406501,394,18
17418410,414,6
17425689,320,18
17427061,15,19
17435889,485,22
17436753,474,37
17442591,206,32
17450055,360,41
17458080,142,3
17465095,367,28
1747650X,268,10
17480132,446,35
17480272,32,29
17483387,494,15
17486041,62,33
17494885,174,7
17495148,211,12
1749785X,467,49
17511135,92,30
17515831,154,21
17516161,94,31
17518741,87,24
17522641,466,20
17528933,375,37
17532507,10,4
17533465,60,28
17533546,182,44
17533562,214,20
17540429,269,24
17550653,455,49
17565901,458,32
17572754,378,41
17585082,497,36
17588251,297,34
17588960,43,36
17590876,357,2
17599954,104,15
17881994,81,34
1788618X,48,36
17904439,163,6
17932920,259,39
17935458,171,42
17936047,447,12
18112382,388,18
18125123,315,40
18149146,277,21
18153852,458,15
18206131,63,33
18230334,245,35
18328679,398,26
18422403,487,8
18426573,231,36
18625282,260,48
18626254,322,30
18626300,410,23
1862832X,121,42
18638880,264,44
1864063X,312,14
18645631,416,14
18653928,216,2
18670466,238,37
18670520,350,5
18722105,407,38
18731988,75,45
18744648,84,41
18748554,444,47
1876990X,112,14
1881218X,431,39
18820743,201,25
18822398,261,20
18833578,235,2
18844049,303,39
18951066,315,6
18961541,107,17
18972764,347,25
18973310,295,28
19276311,344,2
19317573,356,35
19321058,444,37
19325150,456,5
19326254,491,1
19327447,317,40
19348630,258,12
19360851,175,36
19373341,490,45
19373368,481,23
19376472,344,47
19376480,39,31
19378718,256,11
19378726,115,10
19395981,60,3
19397267,90,14
19408676,142,16
19414900,294,10
19448244,397,29
19449399,147,10
19455224,193,12
19459645,410,30
19472935,339,41
19475411,282,1
19475454,349,5
19485085,481,20
19492944,78,8
1949307X,43,43
19516355,271,12
19606206,62,1
19708734,459,20
19764251,214,28
19855761,135,43
19921950,244,37
19937296,52,47
19946309,249,37
19950780,468,12
19951302,380,37
19980124,120,49
20082134,258,49
2010135X,160,44
20103247,192,28
20282508,345,47
20403364,104,15
20408978,468,6
20411286,383,44
20412479,409,20
20426445,17,14
20428898,397,2
20459858,397,37
20460147,193,20
20474830,290,26
20476841,204,29
20491220,361,1
20506252,204,35
20507488,164,6
2050750X,102,37
20507518,169,5
20507526,443,33
20507534,70,49
20516347,131,14
20518153,60,12
20525192,412,42
20525206,286,20
20556756,14,24
20563418,475,43
20569459,101,34
20702051,179,25
20751133,326,29
20776772,31,39
20791704,414,31
20831331,335,47
20846096,10,43
20909519,142,23
2093274X,242,44
20933134,21,38
2095025X,355,20
20952759,55,23
20952899,43,45
20953127,442,16
20955545,87,42
20958099,227,8
20958226,310,21
20960042,420,1
2096241X,82,8
20963459,291,29
20964579,258,32
20966482,56,38
20971605,130,5
2150766X,223,47
21514798,248,22
21522057,65,47
21563381,359,34
21563950,116,1
21567573,328,26
21585849,57,43
21596859,70,10
21601518,346,30
21628726,35,18
21628742,301,17
21628769,266,26
21646325,17,8
21650373,122,47
21662746,364,40
21680396,262,49
21680965,189,12
21681724,216,27
21870764,312,8
21890420,136,25
21905509,65,46
21909385,223,4
21919089,23,33
21922640,483,1
21928576,37,19
21929262,480,31
21939764,87,16
21940509,225,14
21941459,395,48
21944946,374,5
21946418,163,41
21984220,23,26
21993823,196,28
2199384X,321,2
21997446,380,6
21999260,16,9
22106812,12,33
22112855,120,41
22131116,416,25
22139567,372,13
22142894,248,9
22145095,283,13
22146571,303,31
22151532,236,41
22178961,380,11
22183000,24,4
22185046,201,34
22208054,482,38
22212701,128,46
22216413,494,4
22237690,37,38
22249893,211,19
22256253,48,6
22261494,450,34
22264108,282,18
22285970,240,13
22297928,95,41
2229838X,483,23
22340912,135,19
22387854,309,45
22414487,34,11
22517871,154,1
22577777,22,24
22713646,221,7
22812881,34,25
2287237X,77,21
22886206,403,15
22918744,76,1
23116706,242,12
23124334,118,7
23279125,120,21
23294124,237,19
23297662,120,29
23342536,479,25
23352124,43,33
23375779,120,49
23391995,273,32
23520965,433,49
23528478,378,35
23644133,245,44
23720484,92,38
2374068X,51,26
23791357,434,11
23816872,110,35
23977914,15,8
23982640,189,46
24095613,291,14
24236845,329,10
24249130,235,2
2448167X,452,46
24519294,449,9
24519308,324,3
2452199X,374,21
24522139,463,26
24680230,238,8
24681709,386,48
24682284,298,2
24699950,446,6
24705314,159,28
24751499,286,29
24767204,207,26
25001019,79,25
25101560,121,12
2510375X,13,5
25177516,359,34
25184245,340,48
25220128,327,15
25225731,359,44
25229869,104,36
25243462,161,15
25247921,320,43
25596497,146,48
25740881,256,23
25750348,396,6
2576988X,252,46
25780646,40,44
25871722,49,43
25901478,238,45
25901591,45,21
25902393,417,23
26236257,232,43
26424150,15,16
26618028,331,47
26729156,477,15
26883988,229,25
26899620,84,36
27010198,13,11
27668525,344,15
27668541,143,4
27725715,127,21
28328450,378,13
3346447,103,22
87509237,495,19
87551985,444,34
87553996,71,14
87560879,450,4
8756758X,203,48
